loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Mullerian inhibiting substance [Mass/volume] in Serum or Plasma	38476-8	Qn	H	HP:0031102	.	UCD:tjcallahan[2019-02-23]	.
Creatinine [Mass/volume] in Blood	38483-4	Qn	L	HP:0012101	.	UCD:tjcallahan[2019-02-23]	.
Creatinine [Mass/volume] in Blood	38483-4	Qn	N	HP:0012100	.	UCD:tjcallahan[2019-02-23]	.
Creatinine [Mass/volume] in Blood	38483-4	Qn	H	HP:0003259	.	UCD:tjcallahan[2019-02-23]	.
Ketones [Titer] in Serum or Plasma	38493-3	Qn	N	HP:0410175	.	HPO:nvasilevsky[2018-05-21]	.
Ketones [Titer] in Serum or Plasma	38493-3	Qn	H	HP:0410175	.	HPO:nvasilevsky[2018-05-21]	.
Thyroglobulin Ab [Titer] in Serum by Immunofluorescence	38504-7	Qn	N	HP:0030057	.	HPO:nvasilevsky[2018-10-01]	.
Thyroglobulin Ab [Titer] in Serum by Immunofluorescence	38504-7	Qn	H	HP:0032069	.	HPO:nvasilevsky[2018-10-01]	.
Urobilinogen [Units/mass] in Stool	38507-0	Qn	N	HP:0500114	.	HPO:nvasilevsky[2018-08-29]	.
Urobilinogen [Units/mass] in Stool	38507-0	Qn	H	HP:0500115	.	HPO:nvasilevsky[2018-08-29]	.
Acylcarnitine short chain [Moles/volume] in Serum or Plasma	38552-6	Qn	N	HP:0045045	.	OHSU:JP[2018-08-30]	.
Acylcarnitine short chain [Moles/volume] in Serum or Plasma	38552-6	Qn	H	HP:0045045	.	OHSU:JP[2018-08-30]	.
Poikilocytosis [Presence] in Blood by Automated count	38908-0	Ord	NEG	HP:0004447	.	JGM:azhang[2018-07-24]	.
Poikilocytosis [Presence] in Blood by Automated count	38908-0	Ord	POS	HP:0004447	.	JGM:azhang[2018-07-24]	.
Codfish IgE Ab/IgE total in Serum	39081-5	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-08]	.
Codfish IgE Ab/IgE total in Serum	39081-5	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-08]	.
California Walnut Pollen IgE Ab/IgE total in Serum	39085-6	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Walnut Pollen IgE Ab/IgE total in Serum	39085-6	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Scallop IgE Ab/IgE total in Serum	39088-0	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Scallop IgE Ab/IgE total in Serum	39088-0	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Clam IgE Ab/IgE total in Serum	39090-6	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-08]	.
Clam IgE Ab/IgE total in Serum	39090-6	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-08]	.
Bicarbonate [Moles/volume] standard in Venous cord blood	39459-3	Qn	L	HP:0032066	.	OHSU:JP[2018-09-24]	.
Bicarbonate [Moles/volume] standard in Venous cord blood	39459-3	Qn	N	HP:0032065	.	OHSU:JP[2018-09-24]	.
Bicarbonate [Moles/volume] standard in Venous cord blood	39459-3	Qn	H	HP:0032067	.	OHSU:JP[2018-09-24]	.
Bicarbonate [Moles/volume] standard in Arterial cord blood	39460-1	Qn	L	HP:0032066	.	OHSU:JP[2018-09-24]	.
Bicarbonate [Moles/volume] standard in Arterial cord blood	39460-1	Qn	N	HP:0032065	.	OHSU:JP[2018-09-24]	.
Bicarbonate [Moles/volume] standard in Arterial cord blood	39460-1	Qn	H	HP:0032067	.	OHSU:JP[2018-09-24]	.
Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation	39469-2	Qn	L	HP:0003563	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation	39469-2	Qn	N	HP:0031886	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation	39469-2	Qn	H	HP:0003141	.	HPO:nvasilevsky[2018-05-14]	.
Almond IgE Ab/IgE total in Serum	39542-6	Qn	N	HP:0410230	.	HPO:nvasilevsky[2018-10-04]	.
Almond IgE Ab/IgE total in Serum	39542-6	Qn	H	HP:0410230	.	HPO:nvasilevsky[2018-10-04]	.
Hazelnut IgE Ab/IgE total in Serum	39543-4	Qn	N	HP:0410230	.	JGM:azhang[2018-10-12];JGM:azhang[2018-10-12]	.
Hazelnut IgE Ab/IgE total in Serum	39543-4	Qn	H	HP:0410230	.	JGM:azhang[2018-10-12];JGM:azhang[2018-10-12]	.
Horse dander IgE Ab/IgE total in Serum	39550-9	Qn	N	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Horse dander IgE Ab/IgE total in Serum	39550-9	Qn	H	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Cow dander IgE Ab/IgE total in Serum	39551-7	Qn	N	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Cow dander IgE Ab/IgE total in Serum	39551-7	Qn	H	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Glucose [Mass/volume] in Serum or Plasma --1st specimen post dose lactose	39561-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1st specimen post dose lactose	39561-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1st specimen post dose lactose	39561-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2nd specimen post dose lactose	39562-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2nd specimen post dose lactose	39562-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2nd specimen post dose lactose	39562-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3rd specimen post dose lactose	39563-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3rd specimen post dose lactose	39563-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3rd specimen post dose lactose	39563-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Brazil Nut IgE Ab/IgE total in Serum	39592-1	Qn	N	HP:0410230	.	OHSU:JP[2018-10-10]	.
Brazil Nut IgE Ab/IgE total in Serum	39592-1	Qn	H	HP:0410230	.	OHSU:JP[2018-10-10]	.
Coconut IgE Ab/IgE total in Serum	39593-9	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Coconut IgE Ab/IgE total in Serum	39593-9	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Halibut IgE Ab/IgE total in Serum	39595-4	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Halibut IgE Ab/IgE total in Serum	39595-4	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Blue mussel IgE Ab/IgE total in Serum	39596-2	Qn	N	HP:0410222	.	OHSU:JP[2018-10-10]	.
Blue mussel IgE Ab/IgE total in Serum	39596-2	Qn	H	HP:0410222	.	OHSU:JP[2018-10-10]	.
Goose feather IgE Ab/IgE total in Serum	39605-1	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
Goose feather IgE Ab/IgE total in Serum	39605-1	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
Blueberry IgE Ab/IgE total in Serum	39609-3	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Blueberry IgE Ab/IgE total in Serum	39609-3	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Potassium [Moles/volume] in Venous blood	39789-3	Qn	L	HP:0002900	.	JGM:lccarmody[2018-10-12]	.
Potassium [Moles/volume] in Venous blood	39789-3	Qn	N	HP:0011042	.	JGM:lccarmody[2018-10-12]	.
Potassium [Moles/volume] in Venous blood	39789-3	Qn	H	HP:0002153	.	JGM:lccarmody[2018-10-12]	.
Cotinine [Presence] in Hair	40355-0	Ord	NEG	HP:0500099	.	HPO:nvasilevsky[2018-08-29]	.
Cotinine [Presence] in Hair	40355-0	Ord	POS	HP:0500099	.	HPO:nvasilevsky[2018-08-29]	.
Lutropin [Units/volume] in Serum or Plasma --15 minutes post dose triple bolus	40373-3	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --15 minutes post dose triple bolus	40373-3	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --15 minutes post dose triple bolus	40373-3	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1 hour post dose triple bolus	40374-1	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1 hour post dose triple bolus	40374-1	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1 hour post dose triple bolus	40374-1	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --20 minutes post dose triple bolus	40375-8	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --20 minutes post dose triple bolus	40375-8	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --20 minutes post dose triple bolus	40375-8	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --2 hours post dose triple bolus	40376-6	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --2 hours post dose triple bolus	40376-6	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --2 hours post dose triple bolus	40376-6	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --30 minutes post dose triple bolus	40377-4	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --30 minutes post dose triple bolus	40377-4	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --30 minutes post dose triple bolus	40377-4	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre dose triple bolus	40378-2	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre dose triple bolus	40378-2	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre dose triple bolus	40378-2	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Barbiturates [Presence] in Meconium	40412-9	Ord	NEG	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Meconium	40412-9	Ord	POS	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Hair	40413-7	Ord	NEG	HP:0410201	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Hair	40413-7	Ord	POS	HP:0410201	.	HPO:nvasilevsky[2018-07-20]	.
Cotinine [Presence] in Meconium	40418-6	Ord	NEG	HP:0500098	.	HPO:nvasilevsky[2018-08-29]	.
Cotinine [Presence] in Meconium	40418-6	Ord	POS	HP:0500098	.	HPO:nvasilevsky[2018-08-29]	.
Alpha-1-acid glycoprotein [Presence] in Urine by Immunoelectrophoresis	40600-9	Ord	NEG	HP:0032377	.	OHSU:jpgourdine[2019-03-14]	.
Alpha-1-acid glycoprotein [Presence] in Urine by Immunoelectrophoresis	40600-9	Ord	POS	HP:0032377	.	OHSU:jpgourdine[2019-03-14]	.
Reticulocytes [#/volume] in Blood by Manual count	40665-2	Qn	L	HP:0001896	.	JGM:azhang[2018-07-24]	.
Reticulocytes [#/volume] in Blood by Manual count	40665-2	Qn	N	HP:0004312	.	JGM:azhang[2018-07-24]	.
Reticulocytes [#/volume] in Blood by Manual count	40665-2	Qn	H	HP:0001923	.	JGM:azhang[2018-07-24]	.
Haptoglobin [Presence] in Serum or Plasma	40717-1	Ord	NEG	HP:0020179	.	JAX:azhang[2020-06-07]	.
Haptoglobin [Presence] in Serum or Plasma	40717-1	Ord	POS	HP:0020180	.	JAX:azhang[2020-06-07]	.
Ornithine [Presence] in Blood	40829-4	Ord	NEG	HP:0012025	.	JGM:lccarmody[2018-10-12]	.
Ornithine [Presence] in Blood	40829-4	Ord	POS	HP:0012026	.	JGM:lccarmody[2018-10-12]	.
Chicken meat IgE Ab/IgE total in Serum	40843-5	Qn	N	HP:0410227	.	OHSU:JP[2018-10-15]	.
Chicken meat IgE Ab/IgE total in Serum	40843-5	Qn	H	HP:0410227	.	OHSU:JP[2018-10-15]	.
Chicken IgE Ab [Units/volume] in Serum	40879-9	Qn	N	HP:0410221	.	OHSU:JP[2018-10-15]	.
Chicken IgE Ab [Units/volume] in Serum	40879-9	Qn	H	HP:0410221	.	OHSU:JP[2018-10-15]	.
Alternaria alternata IgE Ab/IgE total in Serum	40996-1	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Alternaria alternata IgE Ab/IgE total in Serum	40996-1	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Bilirubin.total [Moles/volume] in Urine by Test strip	41016-7	Qn	N	HP:0031811	.	OHSU:JP[2018-07-26]	.
Bilirubin.total [Moles/volume] in Urine by Test strip	41016-7	Qn	H	HP:0031811	.	OHSU:JP[2018-07-26]	.
Palmitoylcarnitine (C16) [Moles/volume] in Blood	41040-7	Qn	N	HP:0045045	.	OHSU:JP[2018-09-10]	.
Palmitoylcarnitine (C16) [Moles/volume] in Blood	41040-7	Qn	H	HP:0045045	.	OHSU:JP[2018-09-10]	.
Baker's yeast IgE Ab/IgE total in Serum	41202-3	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
Baker's yeast IgE Ab/IgE total in Serum	41202-3	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
Wheat IgE Ab/IgE total in Serum	41207-2	Qn	N	HP:0410228	.	OHSU:JP[2018-10-16]	.
Wheat IgE Ab/IgE total in Serum	41207-2	Qn	H	HP:0410228	.	OHSU:JP[2018-10-16]	.
Dog dander+Dog epithelium IgE Ab RAST class [Presence] in Serum	41272-6	Ord	NEG	HP:0410221	.	HPO:nvasilevsky[2018-10-12]	.
Dog dander+Dog epithelium IgE Ab RAST class [Presence] in Serum	41272-6	Ord	POS	HP:0410221	.	HPO:nvasilevsky[2018-10-12]	.
Anion gap in Blood	41276-7	Qn	L	HP:0031963	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Anion gap in Blood	41276-7	Qn	N	HP:0031961	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Anion gap in Blood	41276-7	Qn	H	HP:0031962	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Beta lactoglobulin IgE Ab [Units/volume] in Serum	41397-1	Qn	N	HP:0410220	.	OHSU:JP[2018-10-09]	.
Beta lactoglobulin IgE Ab [Units/volume] in Serum	41397-1	Qn	H	HP:0410220	.	OHSU:JP[2018-10-09]	.
Cortisol [Mass/volume] in Serum or Plasma --pre dose corticotropin	41407-8	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Mass/volume] in Serum or Plasma --pre dose corticotropin	41407-8	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Mass/volume] in Serum or Plasma --pre dose corticotropin	41407-8	Qn	H	HP:0003118	.	HPO:nvasilevsky[2018-07-18]	.
Calcium.ionized [Moles/volume] in Capillary blood	41644-6	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Capillary blood	41644-6	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Capillary blood	41644-6	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Venous blood	41645-3	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Venous blood	41645-3	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Venous blood	41645-3	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Mixed venous blood	41646-1	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Mixed venous blood	41646-1	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Moles/volume] in Mixed venous blood	41646-1	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Carbon dioxide	41647-9	Qn	L	HP:0012417	.	UCD:tjcallahan[2019-02-23]	.
Carbon dioxide	41647-9	Qn	N	HP:0500164	.	UCD:tjcallahan[2019-02-23]	.
Carbon dioxide	41647-9	Qn	H	HP:0012416	.	UCD:tjcallahan[2019-02-23]	.
Glucose [Mass/volume] in Capillary blood by Glucometer	41653-7	Qn	L	HP:0001943	.	JGM:azhang[2018-09-30];JGM:azhang[2018-09-30]	see instruction from Peter--https://github.com/obophenotype/human-phenotype-ontology/issues/4135#issuecomment-425725554
Glucose [Mass/volume] in Capillary blood by Glucometer	41653-7	Qn	N	HP:0011015	.	JGM:azhang[2018-09-30];JGM:azhang[2018-09-30]	see instruction from Peter--https://github.com/obophenotype/human-phenotype-ontology/issues/4135#issuecomment-425725554
Glucose [Mass/volume] in Capillary blood by Glucometer	41653-7	Qn	H	HP:0003074	.	JGM:azhang[2018-09-30];JGM:azhang[2018-09-30]	see instruction from Peter--https://github.com/obophenotype/human-phenotype-ontology/issues/4135#issuecomment-425725554
Hematocrit [Volume Fraction] of Venous blood	41654-5	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Venous blood	41654-5	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Venous blood	41654-5	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Mixed venous blood	41655-2	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Mixed venous blood	41655-2	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Mixed venous blood	41655-2	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab [Units/volume] in Serum by Multidisk	41742-8	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab [Units/volume] in Serum by Multidisk	41742-8	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
White Birch IgE Ab [Units/volume] in Serum	41874-9	Qn	N	HP:0410238	.	OHSU:JP[2018-10-16]	.
White Birch IgE Ab [Units/volume] in Serum	41874-9	Qn	H	HP:0410238	.	OHSU:JP[2018-10-16]	.
C peptide [Moles/volume] in Serum or Plasma --fasting	42180-0	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --fasting	42180-0	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --fasting	42180-0	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
Ganglioside GM1 Ab [Titer] in Serum	42203-0	Qn	N	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 Ab [Titer] in Serum	42203-0	Qn	H	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Methadone+Metabolite [Presence] in Urine by Screen method	42251-9	Ord	NEG	HP:0031841	.	HPO:nvasilevsky[2018-09-14]	.
Methadone+Metabolite [Presence] in Urine by Screen method	42251-9	Ord	POS	HP:0031841	.	HPO:nvasilevsky[2018-09-14]	.
Calcium.ionized [Mass or Moles/volume] in Serum or Plasma	42567-8	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Mass or Moles/volume] in Serum or Plasma	42567-8	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Mass or Moles/volume] in Serum or Plasma	42567-8	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
11-Deoxycortisol [Mass/volume] in Urine	42572-8	Qn	N	HP:0032329	.	JGM:azhang[2019-02-25]	.
11-Deoxycortisol [Mass/volume] in Urine	42572-8	Qn	H	HP:0032329	.	JGM:azhang[2019-02-25]	.
Amoxicillin IgE Ab/IgE total in Serum	42575-1	Qn	N	HP:0410225	.	HPO:nvasilevsky[2018-10-04]	.
Amoxicillin IgE Ab/IgE total in Serum	42575-1	Qn	H	HP:0410225	.	HPO:nvasilevsky[2018-10-04]	.
Ampicillin IgE Ab/IgE total in Serum	42577-7	Qn	N	HP:0410225	.	HPO:nvasilevsky[2018-10-04]	.
Ampicillin IgE Ab/IgE total in Serum	42577-7	Qn	H	HP:0410225	.	HPO:nvasilevsky[2018-10-04]	.
Barbiturates [Mass/volume] in Blood by Confirmatory method	42582-7	Qn	N	HP:0500116	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Mass/volume] in Blood by Confirmatory method	42582-7	Qn	H	HP:0500116	.	HPO:nvasilevsky[2018-07-20]	.
Bean string IgE Ab RAST class [Presence] in Serum	42583-5	Ord	NEG	HP:0410228	.	OHSU:JP[2018-10-09]	.
Bean string IgE Ab RAST class [Presence] in Serum	42583-5	Ord	POS	HP:0410228	.	OHSU:JP[2018-10-09]	.
Calcium [Moles/volume] in Capillary blood	42593-4	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium [Moles/volume] in Capillary blood	42593-4	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium [Moles/volume] in Capillary blood	42593-4	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Urate [Saturation Fraction] in 24 hour Urine	42678-3	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Saturation Fraction] in 24 hour Urine	42678-3	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Saturation Fraction] in 24 hour Urine	42678-3	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
Troponin I.cardiac [Mass/volume] in Blood	42757-5	Qn	N	HP:0410173	.	HPO:nvasilevsky[2018-05-18]	.
Troponin I.cardiac [Mass/volume] in Blood	42757-5	Qn	H	HP:0410173	.	HPO:nvasilevsky[2018-05-18]	.
Reticulocytes [#/volume] in Blood by calculation	42758-3	Qn	L	HP:0001896	.	HPO:nvasilevsky[2018-05-08]	.
Reticulocytes [#/volume] in Blood by calculation	42758-3	Qn	N	HP:0004312	.	HPO:nvasilevsky[2018-05-08]	.
Reticulocytes [#/volume] in Blood by calculation	42758-3	Qn	H	HP:0001923	.	HPO:nvasilevsky[2018-05-08]	.
Calcium [Moles/volume] in Venous blood	42857-3	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium [Moles/volume] in Venous blood	42857-3	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium [Moles/volume] in Venous blood	42857-3	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Cannabinoids [Mass/volume] in Urine	42860-7	Qn	N	HP:0500110	.	HPO:nvasilevsky[2019-01-15]	.
Cannabinoids [Mass/volume] in Urine	42860-7	Qn	H	HP:0500110	.	HPO:nvasilevsky[2019-01-15]	.
Cedar IgE Ab/IgE total in Serum	42863-1	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
Cedar IgE Ab/IgE total in Serum	42863-1	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
Clindamycin IgE Ab [Units/volume] in Serum	42894-6	Qn	N	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
Clindamycin IgE Ab [Units/volume] in Serum	42894-6	Qn	H	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
Carrot IgE Ab/IgE total in Serum	42900-1	Qn	N	HP:0410228	.	OHSU:JP[2018-10-11]	.
Carrot IgE Ab/IgE total in Serum	42900-1	Qn	H	HP:0410228	.	OHSU:JP[2018-10-11]	.
Hematocrit [Volume Fraction] of Capillary blood	42908-4	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Capillary blood	42908-4	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Capillary blood	42908-4	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
CD40 cells/100 cells in Specimen	42932-4	Qn	L	HP:0031384	.	HPO:nvasilevsky[2018-07-25]	.
CD40 cells/100 cells in Specimen	42932-4	Qn	N	HP:0031383	.	HPO:nvasilevsky[2018-07-25]	.
Acetylcholine receptor blocking Ab/Acetylcholine Ab.total in Serum	42937-3	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
Acetylcholine receptor blocking Ab/Acetylcholine Ab.total in Serum	42937-3	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
Asialoganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay	43179-1	Qn	N	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 43240-1
Asialoganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay	43179-1	Qn	H	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 43240-1
Cotinine [Mass/volume] in Serum or Plasma by Confirmatory method	43196-5	Qn	N	HP:0500100	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Mass/volume] in Serum or Plasma by Confirmatory method	43196-5	Qn	H	HP:0410208	.	HPO:nvasilevsky[2018-10-01]	.
Ganglioside GM1 IgG Ab [Titer] in Serum by Immunoassay	43240-1	Qn	N	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgG Ab [Titer] in Serum by Immunoassay	43240-1	Qn	H	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay	43241-9	Qn	N	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	.
Ganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay	43241-9	Qn	H	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	.
